Branch Code,Branch Name,Supplier Code,SKU Code,Item Name,Measuring Unit,Quantity,Delivery Date
CA-060,ghole road,WH-002,1083686,Korean Bun_SAB,No,8,2025-04-20
CA-060,ghole road,WH-002,1340331,Chocolate Hazelnut Croissant,No,6,2025-04-20
CA-060,ghole road,WH-002,1340356,Pistachio & Raspberry Croissant,No,4,2025-04-20
CA-060,ghole road,WH-002,1340330,Chocolate & Salted Caramel Croissant,No,4,2025-04-20
CA-060,ghole road,WH-002,1340364,Smoked Chicken Ham & Cheese Croissant,No,3,2025-04-20
CA-060,ghole road,WH-002,1340321,Almond Croissant,No,3,2025-04-20
CA-060,ghole road,WH-002,1340339,Everything Bagel,No,3,2025-04-20
CA-060,ghole road,WH-002,2296763,Marble Tea Cake,No,3,2025-04-20
CA-060,ghole road,WH-002,1340350,Mushroom Cream Cheese Croisstata,No,3,2025-04-20
CA-060,ghole road,WH-002,1340320,"Almond,Oats And Choco Chip Cookies",No,3,2025-04-20
CA-060,ghole road,WH-002,1340224,Country Sourdough,No,3,2025-04-20
CA-060,ghole road,WH-002,2296768,Blueberry Cheesecake Brioche Bun,No,3,2025-04-20
CA-060,ghole road,WH-002,1340218,100% Whole Wheat Sourdough,No,2,2025-04-20
CA-060,ghole road,WH-002,1340228,Multigrain Sandwich Bread retail,No,2,2025-04-20
CA-060,ghole road,WH-002,1616482,Brownie Crinkle Cookie (small),No,2,2025-04-20
CA-060,ghole road,WH-002,1340335,Dark Chocolate Sea Salt Cruffin,No,2,2025-04-20
CA-060,ghole road,WH-002,1340349,Morning Bun,No,2,2025-04-20
CA-060,ghole road,WH-002,1340359,Traditional Butter Croissant,No,2,2025-04-20
CA-060,ghole road,WH-002,1912461,The Viral Crookie,No,2,2025-04-20
CA-060,ghole road,WH-002,1340353,Pain Au Chocolat,No,2,2025-04-20
CA-060,ghole road,WH-002,2296764,Pistachio Orange Marmalade Tea cake,No,2,2025-04-20
CA-060,ghole road,WH-002,1340361,"Roasted Tomatoes, Mozzarella, Homemade Pesto Sauce Croisstata",No,2,2025-04-20
CA-060,ghole road,WH-002,1340226,Jalapeno & Cheddar Cheese Sourdough,No,1,2025-04-20
CA-060,ghole road,WH-002,1340363,Toasted Sesame Bagel,No,1,2025-04-20
CA-060,ghole road,WH-002,1340323,Barbecue Chicken Croissant,No,1,2025-04-20
CA-060,ghole road,WH-002,2296766,Gochujang Three Pepper Brioche Bun,No,1,2025-04-20
CA-060,ghole road,BK002SN,1639786,Boiled Egg(b),No,6,2025-04-20
CA-060,ghole road,BK002SN,1149400,LEMON & THYME CREAM CHEESE (b),Pkt_200gms,1,2025-04-20
CA-060,ghole road,BK002SN,384226,Cheese Blend (b),Pkt_250gm,1,2025-04-20
CA-060,ghole road,BK002SN,1632343,Chimmichuri Chicken(b),Pkt_250gm,1,2025-04-20
CA-060,ghole road,BK002SN,384250,Salsa (b),Pkt_250gm,1,2025-04-20
CA-060,ghole road,BK002SN,1149374,Spicy Mushroom (b),Pkt_250gm,1,2025-04-20
CA-060,ghole road,BK002SN,1478677,Boiled Pasta (Spaghetti) (b),Pkt_180gms,1,2025-04-20
CA-060,ghole road,BK002SN,255541,Guacamole,Pkt_200gms,1,2025-04-20
CA-060,ghole road,WH008SAB,254728,cream,Pkt_1Ltr,1,2025-04-20
CA-060,ghole road,WH008SAB,254745,goat cheese,KG,1,2025-04-20
CA-060,ghole road,WH008SAB,254958,Breakfast Sugar,Pkt_1kg,1,2025-04-20
CA-060,ghole road,WH008SAB,254752,Jalapeno,Btl_670gms,1,2025-04-20
CA-060,ghole road,WH008SAB,254967,Oregano Spice Mix,Pkt_1kg,1,2025-04-20
CA-060,ghole road,WH008SAB,254708,Black Peppercorns,KG,1,2025-04-20
CA-034,cyber hub,WH-001,1340330,Chocolate & Salted Caramel Croissant,No,2,2025-04-20
CA-034,cyber hub,WH-001,1340331,Chocolate Hazelnut Croissant,No,2,2025-04-20
CA-034,cyber hub,WH-001,1340320,"Almond,Oats And Choco Chip Cookies",No,2,2025-04-20
CA-034,cyber hub,WH-001,1340361,"Roasted Tomatoes, Mozzarella, Homemade Pesto Sauce Croisstata",No,2,2025-04-20
CA-034,cyber hub,WH-001,1340356,Pistachio & Raspberry Croissant,No,2,2025-04-20
CA-034,cyber hub,WH-001,1083686,Korean Bun_SAB,No,2,2025-04-20
CA-034,cyber hub,WH-001,1340359,Traditional Butter Croissant,No,2,2025-04-20
CA-034,cyber hub,WH-001,1340353,Pain Au Chocolat,No,2,2025-04-20
CA-034,cyber hub,WH-001,1340321,Almond Croissant,No,2,2025-04-20
CA-034,cyber hub,WH-001,1912461,The Viral Crookie,No,2,2025-04-20
CA-034,cyber hub,WH-001,1616482,Brownie Crinkle Cookie (small),No,2,2025-04-20
CA-034,cyber hub,WH-001,1340350,Mushroom Cream Cheese Croisstata,No,2,2025-04-20
CA-034,cyber hub,WH-001,1340364,Smoked Chicken Ham & Cheese Croissant,No,2,2025-04-20
CA-052,khan market,BK001SN,1639786,Boiled Egg(b),No,10,2025-04-20
CA-052,khan market,BK001SN,1478677,Boiled Pasta (Spaghetti) (b),Pkt_180gms,8,2025-04-20
CA-052,khan market,BK001SN,1632446,Saute Mushroom And Spinach(b),Pkt_100gm,4,2025-04-20
CA-052,khan market,BK001SN,1478676,Boiled Pasta (Penne) (b),Pkt_180gms,3,2025-04-20
CA-052,khan market,BK001SN,384250,Salsa (b),Pkt_250gm,3,2025-04-20
CA-052,khan market,BK001SN,1149374,Spicy Mushroom (b),Pkt_250gm,2,2025-04-20
CA-052,khan market,BK001SN,384226,Cheese Blend (b),Pkt_250gm,1,2025-04-20
CA-052,khan market,BK001SN,384255,Cinnamon Roll Sauce (b),Pkt_100gm,1,2025-04-20
CA-052,khan market,BK001SN,1836116,Cherry Tomato and Olive Flatbread,No,1,2025-04-20
CA-052,khan market,BK001SN,1149400,LEMON & THYME CREAM CHEESE (b),Pkt_200gms,1,2025-04-20
CA-052,khan market,BK001SN,384232,Grilled Veggies (b),Pkt_250gm,1,2025-04-20
CA-052,khan market,WH-001,1340224,Country Sourdough,No,7,2025-04-20
CA-052,khan market,WH-001,1340233,Seed Feast Sourdough,No,7,2025-04-20
CA-052,khan market,WH-001,1340353,Pain Au Chocolat,No,6,2025-04-20
CA-052,khan market,WH-001,1340228,Multigrain Sandwich Bread retail,No,6,2025-04-20
CA-052,khan market,WH-001,1340229,Multigrain Sourdough,No,5,2025-04-20
CA-052,khan market,WH-001,1340356,Pistachio & Raspberry Croissant,No,4,2025-04-20
CA-052,khan market,WH-001,1340226,Jalapeno & Cheddar Cheese Sourdough,No,4,2025-04-20
CA-052,khan market,WH-001,1340230,Olive and Rosemary Sourdough,No,4,2025-04-20
CA-052,khan market,WH-001,1340339,Everything Bagel,No,4,2025-04-20
CA-052,khan market,WH-001,1340359,Traditional Butter Croissant,No,3,2025-04-20
CA-052,khan market,WH-001,1340364,Smoked Chicken Ham & Cheese Croissant,No,3,2025-04-20
CA-052,khan market,WH-001,1083700,Basque Cheesecake Slice,No,3,2025-04-20
CA-052,khan market,WH-001,1912461,The Viral Crookie,No,2,2025-04-20
CA-052,khan market,WH-001,1340321,Almond Croissant,No,2,2025-04-20
CA-052,khan market,WH-001,1340320,"Almond,Oats And Choco Chip Cookies",No,2,2025-04-20
CA-052,khan market,WH-001,1083686,Korean Bun_SAB,No,2,2025-04-20
CA-052,khan market,WH-001,2296763,Marble Tea Cake,No,2,2025-04-20
CA-052,khan market,WH-001,2296768,Blueberry Cheesecake Brioche Bun,No,2,2025-04-20
CA-052,khan market,WH-001,1340330,Chocolate & Salted Caramel Croissant,No,2,2025-04-20
CA-052,khan market,WH-001,1340350,Mushroom Cream Cheese Croisstata,No,2,2025-04-20
CA-052,khan market,WH-001,1340361,"Roasted Tomatoes, Mozzarella, Homemade Pesto Sauce Croisstata",No,2,2025-04-20
CA-052,khan market,WH-001,1340331,Chocolate Hazelnut Croissant,No,2,2025-04-20
CA-052,khan market,WH-001,1616482,Brownie Crinkle Cookie (small),No,2,2025-04-20
CA-052,khan market,WH-001,2296764,Pistachio Orange Marmalade Tea cake,No,2,2025-04-20
CA-052,khan market,WH-001,1340323,Barbecue Chicken Croissant,No,1,2025-04-20
CA-052,khan market,WH-001,1340363,Toasted Sesame Bagel,No,1,2025-04-20
CA-052,khan market,WH007SAB,254796,smoked chicken finished packet,Pkt_500gm,5,2025-04-20
CA-052,khan market,WH007SAB,384225,Caramelized onion (b),Pkt_200gms,3,2025-04-20
CA-052,khan market,WH007SAB,254715,Butter,KG,2,2025-04-20
CA-052,khan market,WH007SAB,615517,Potato Chips,KG,2,2025-04-20
CA-052,khan market,WH007SAB,254711,Boccocini,KG,1,2025-04-20
CA-052,khan market,WH007SAB,254800,sundried tamato,KG,1,2025-04-20
CA-052,khan market,WH007SAB,254958,Breakfast Sugar,Pkt_1kg,1,2025-04-20
CA-052,khan market,WH007SAB,254806,Truffle Oil,Btl_250ml,1,2025-04-20
CA-052,khan market,WH007SAB,254763,Maple Syrup,Btl_710ml,1,2025-04-20
CA-052,khan market,WH007SAB,254808,Walnut,KG,1,2025-04-20
CA-052,khan market,WH007SAB,254772,parmesan,Pkt_200gms,1,2025-04-20
CA-052,khan market,RO-002,253230,Vienna Roast (250 gms),No,2,2025-04-20
CA-052,khan market,RO-002,253222,Thogarihunkal Estate (250 gms),No,2,2025-04-20
CA-052,khan market,RO-002,253167,French Roast (250 gms),No,1,2025-04-20
CA-052,khan market,RO-002,1214483,Hidden Falls Estate (Light) (250 gms),No,1,2025-04-20
CA-052,khan market,RO-002,253183,Kalledeverapura Estate (250 gms),No,1,2025-04-20
CA-052,khan market,RO-002,253218,Silver Oak Blend (250 gms),No,1,2025-04-20
CA-049,new friends colony,WH-001,1340224,Country Sourdough,No,9,2025-04-20
CA-049,new friends colony,WH-001,1340230,Olive and Rosemary Sourdough,No,4,2025-04-20
CA-049,new friends colony,WH-001,1340359,Traditional Butter Croissant,No,3,2025-04-20
CA-049,new friends colony,WH-001,1340233,Seed Feast Sourdough,No,2,2025-04-20
CA-049,new friends colony,WH-001,1340353,Pain Au Chocolat,No,2,2025-04-20
CA-049,new friends colony,WH-001,1083686,Korean Bun_SAB,No,2,2025-04-20
CA-049,new friends colony,WH-001,1340321,Almond Croissant,No,2,2025-04-20
CA-049,new friends colony,WH-001,1340320,"Almond,Oats And Choco Chip Cookies",No,2,2025-04-20
CA-049,new friends colony,WH-001,1340226,Jalapeno & Cheddar Cheese Sourdough,No,2,2025-04-20
CA-049,new friends colony,WH-001,1912461,The Viral Crookie,No,2,2025-04-20
CA-049,new friends colony,WH-001,1616482,Brownie Crinkle Cookie (small),No,2,2025-04-20
CA-049,new friends colony,WH-001,1340361,"Roasted Tomatoes, Mozzarella, Homemade Pesto Sauce Croisstata",No,2,2025-04-20
CA-049,new friends colony,WH-001,1340356,Pistachio & Raspberry Croissant,No,2,2025-04-20
CA-049,new friends colony,WH-001,1340330,Chocolate & Salted Caramel Croissant,No,2,2025-04-20
CA-049,new friends colony,WH-001,1340350,Mushroom Cream Cheese Croisstata,No,2,2025-04-20
CA-049,new friends colony,WH-001,1340331,Chocolate Hazelnut Croissant,No,2,2025-04-20
CA-049,new friends colony,WH-001,1340364,Smoked Chicken Ham & Cheese Croissant,No,2,2025-04-20
CA-049,new friends colony,WH-001,1340228,Multigrain Sandwich Bread retail,No,1,2025-04-20
CA-049,new friends colony,WH-001,1340229,Multigrain Sourdough,No,1,2025-04-20
CA-049,new friends colony,WH-001,1340323,Barbecue Chicken Croissant,No,1,2025-04-20
CA-049,new friends colony,WH-001,2296763,Marble Tea Cake,No,1,2025-04-20
CA-049,new friends colony,WH-001,2296762,Banana Bread,No,1,2025-04-20
CA-049,new friends colony,WH-001,1340339,Everything Bagel,No,1,2025-04-20
CA-115,rajouri garden,BK001SN,1639786,Boiled Egg(b),No,6,2025-04-20
CA-115,rajouri garden,BK001SN,384244,Peri Peri Cottage Cheese (b),Pkt_300Gms,2,2025-04-20
CA-115,rajouri garden,BK001SN,384250,Salsa (b),Pkt_250gm,2,2025-04-20
CA-115,rajouri garden,BK001SN,1632446,Saute Mushroom And Spinach(b),Pkt_100gm,2,2025-04-20
CA-115,rajouri garden,BK001SN,384226,Cheese Blend (b),Pkt_250gm,2,2025-04-20
CA-115,rajouri garden,BK001SN,1632445,Saute Spinach and Garlic (b),Pkt_100gm,1,2025-04-20
CA-115,rajouri garden,BK001SN,384224,Basil pesto (b),Pkt_150gms,1,2025-04-20
CA-115,rajouri garden,BK001SN,1836116,Cherry Tomato and Olive Flatbread,No,1,2025-04-20
CA-115,rajouri garden,BK001SN,1632344,Saute Vegetable(for Basil pasta)(b),Pkt_250gm,1,2025-04-20
CA-115,rajouri garden,WH-001,1616482,Brownie Crinkle Cookie (small),No,5,2025-04-20
CA-115,rajouri garden,WH-001,1340230,Olive and Rosemary Sourdough,No,3,2025-04-20
CA-115,rajouri garden,WH-001,1340339,Everything Bagel,No,3,2025-04-20
CA-115,rajouri garden,WH-001,1340226,Jalapeno & Cheddar Cheese Sourdough,No,3,2025-04-20
CA-115,rajouri garden,WH-001,2296768,Blueberry Cheesecake Brioche Bun,No,3,2025-04-20
CA-115,rajouri garden,WH-001,1340330,Chocolate & Salted Caramel Croissant,No,2,2025-04-20
CA-115,rajouri garden,WH-001,1912461,The Viral Crookie,No,2,2025-04-20
CA-115,rajouri garden,WH-001,1340350,Mushroom Cream Cheese Croisstata,No,2,2025-04-20
CA-115,rajouri garden,WH-001,1340364,Smoked Chicken Ham & Cheese Croissant,No,2,2025-04-20
CA-115,rajouri garden,WH-001,1340359,Traditional Butter Croissant,No,2,2025-04-20
CA-115,rajouri garden,WH-001,1340320,"Almond,Oats And Choco Chip Cookies",No,2,2025-04-20
CA-115,rajouri garden,WH-001,1340321,Almond Croissant,No,2,2025-04-20
CA-115,rajouri garden,WH-001,1340224,Country Sourdough,No,2,2025-04-20
CA-115,rajouri garden,WH-001,1340356,Pistachio & Raspberry Croissant,No,2,2025-04-20
CA-115,rajouri garden,WH-001,1340233,Seed Feast Sourdough,No,2,2025-04-20
CA-115,rajouri garden,WH-001,1340353,Pain Au Chocolat,No,2,2025-04-20
CA-115,rajouri garden,WH-001,1340361,"Roasted Tomatoes, Mozzarella, Homemade Pesto Sauce Croisstata",No,2,2025-04-20
CA-115,rajouri garden,WH-001,1340229,Multigrain Sourdough,No,2,2025-04-20
CA-115,rajouri garden,WH-001,1340331,Chocolate Hazelnut Croissant,No,2,2025-04-20
CA-115,rajouri garden,WH-001,2296763,Marble Tea Cake,No,2,2025-04-20
CA-115,rajouri garden,WH-001,1083686,Korean Bun_SAB,No,2,2025-04-20
CA-115,rajouri garden,WH-001,1340363,Toasted Sesame Bagel,No,2,2025-04-20
CA-115,rajouri garden,WH-001,1340323,Barbecue Chicken Croissant,No,1,2025-04-20
CA-115,rajouri garden,WH007SAB,254715,Butter,KG,2,2025-04-20
CA-115,rajouri garden,WH007SAB,254772,parmesan,Pkt_200gms,1,2025-04-20
CA-115,rajouri garden,WH007SAB,254958,Breakfast Sugar,Pkt_1kg,1,2025-04-20
CA-115,rajouri garden,WH007SAB,254754,Kalamata Olives,Btl_360gms,1,2025-04-20
CA-115,rajouri garden,WH007SAB,254806,Truffle Oil,Btl_250ml,1,2025-04-20
CA-115,rajouri garden,WH007SAB,254719,Cinnamon,KG,1,2025-04-20
CA-018,select citywalk,WH-001,1340224,Country Sourdough,No,4,2025-04-20
CA-018,select citywalk,WH-001,1340230,Olive and Rosemary Sourdough,No,3,2025-04-20
CA-018,select citywalk,WH-001,1340321,Almond Croissant,No,2,2025-04-20
CA-018,select citywalk,WH-001,1340361,"Roasted Tomatoes, Mozzarella, Homemade Pesto Sauce Croisstata",No,2,2025-04-20
CA-018,select citywalk,WH-001,1340364,Smoked Chicken Ham & Cheese Croissant,No,2,2025-04-20
CA-018,select citywalk,WH-001,1616482,Brownie Crinkle Cookie (small),No,2,2025-04-20
CA-018,select citywalk,WH-001,1340330,Chocolate & Salted Caramel Croissant,No,2,2025-04-20
CA-018,select citywalk,WH-001,1083686,Korean Bun_SAB,No,2,2025-04-20
CA-018,select citywalk,WH-001,1340356,Pistachio & Raspberry Croissant,No,2,2025-04-20
CA-018,select citywalk,WH-001,1340353,Pain Au Chocolat,No,2,2025-04-20
CA-018,select citywalk,WH-001,1340359,Traditional Butter Croissant,No,2,2025-04-20
CA-018,select citywalk,WH-001,1340331,Chocolate Hazelnut Croissant,No,2,2025-04-20
CA-018,select citywalk,WH-001,1912461,The Viral Crookie,No,2,2025-04-20
CA-018,select citywalk,WH-001,1340350,Mushroom Cream Cheese Croisstata,No,2,2025-04-20
CA-018,select citywalk,WH-001,1340320,"Almond,Oats And Choco Chip Cookies",No,2,2025-04-20
CA-018,select citywalk,WH-001,1340233,Seed Feast Sourdough,No,1,2025-04-20
