Branch Code,Branch Name,Supplier Code,SKU Code,Item Name,Measuring Unit,Quantity,Delivery Date
CA-050,punjabi bagh,WH-001,1340361,"Roasted Tomatoes, Mozzarella, Homemade Pesto Sauce Croisstata",No,2,2025-04-20
CA-050,punjabi bagh,WH-001,1083686,Korean Bun_SAB,No,2,2025-04-20
CA-050,punjabi bagh,WH-001,1340359,Traditional Butter Croissant,No,2,2025-04-20
CA-050,punjabi bagh,WH-001,1340353,Pain Au Chocolat,No,2,2025-04-20
CA-050,punjabi bagh,WH-001,1912461,The Viral Crookie,No,2,2025-04-20
CA-050,punjabi bagh,WH-001,1616482,Brownie Crinkle Cookie (small),No,2,2025-04-20
CA-050,punjabi bagh,WH-001,1340321,Almond Croissant,No,2,2025-04-20
CA-050,punjabi bagh,WH-001,1340350,Mushroom Cream Cheese Croisstata,No,2,2025-04-20
CA-050,punjabi bagh,WH-001,1340364,Smoked Chicken Ham & Cheese Croissant,No,2,2025-04-20
CA-030,ritchie road,WH-005,1340224,Country Sourdough,No,6,2025-04-20
CA-030,ritchie road,WH-005,1083686,Korean Bun_SAB,No,4,2025-04-20
CA-030,ritchie road,WH-005,1340331,Chocolate Hazelnut Croissant,No,3,2025-04-20
CA-030,ritchie road,WH-005,1340350,Mushroom Cream Cheese Croisstata,No,2,2025-04-20
CA-030,ritchie road,WH-005,1340330,Chocolate & Salted Caramel Croissant,No,2,2025-04-20
CA-030,ritchie road,WH-005,1340356,Pistachio & Raspberry Croissant,No,2,2025-04-20
CA-030,ritchie road,WH-005,1616482,Brownie Crinkle Cookie (small),No,2,2025-04-20
CA-030,ritchie road,WH-005,1912461,The Viral Crookie,No,2,2025-04-20
CA-030,ritchie road,WH-005,1340361,"Roasted Tomatoes, Mozzarella, Homemade Pesto Sauce Croisstata",No,2,2025-04-20
CA-030,ritchie road,WH-005,1340353,Pain Au Chocolat,No,2,2025-04-20
CA-030,ritchie road,WH-005,1340320,"Almond,Oats And Choco Chip Cookies",No,2,2025-04-20
CA-030,ritchie road,WH-005,1340321,Almond Croissant,No,2,2025-04-20
CA-030,ritchie road,WH-005,1340359,Traditional Butter Croissant,No,2,2025-04-20
CA-030,ritchie road,WH-005,1340364,Smoked Chicken Ham & Cheese Croissant,No,2,2025-04-20
CA-030,ritchie road,WH-005,1340226,Jalapeno & Cheddar Cheese Sourdough,No,1,2025-04-20
CA-012,koramangala,WH-003,1616482,Brownie Crinkle Cookie (small),No,7,2025-04-20
CA-012,koramangala,WH-003,1083686,Korean Bun_SAB,No,3,2025-04-20
CA-012,koramangala,WH-003,2296764,Pistachio Orange Marmalade Tea cake,No,3,2025-04-20
CA-012,koramangala,WH-003,2296768,Blueberry Cheesecake Brioche Bun,No,3,2025-04-20
CA-012,koramangala,WH-003,1340364,Smoked Chicken Ham & Cheese Croissant,No,3,2025-04-20
CA-012,koramangala,WH-003,1340321,Almond Croissant,No,3,2025-04-20
CA-012,koramangala,WH-003,1340359,Traditional Butter Croissant,No,3,2025-04-20
CA-012,koramangala,WH-003,2296763,Marble Tea Cake,No,3,2025-04-20
CA-012,koramangala,WH-003,1912461,The Viral Crookie,No,2,2025-04-20
CA-012,koramangala,WH-003,1340361,"Roasted Tomatoes, Mozzarella, Homemade Pesto Sauce Croisstata",No,2,2025-04-20
CA-012,koramangala,WH-003,1340320,"Almond,Oats And Choco Chip Cookies",No,2,2025-04-20
CA-012,koramangala,WH-003,1340330,Chocolate & Salted Caramel Croissant,No,2,2025-04-20
CA-012,koramangala,WH-003,1340356,Pistachio & Raspberry Croissant,No,2,2025-04-20
CA-012,koramangala,WH-003,2296765,Creamy Bechamel Chicken Brioche Bun,No,2,2025-04-20
CA-012,koramangala,WH-003,1340353,Pain Au Chocolat,No,2,2025-04-20
CA-012,koramangala,WH-003,1340350,Mushroom Cream Cheese Croisstata,No,2,2025-04-20
CA-012,koramangala,WH-003,1340339,Everything Bagel,No,1,2025-04-20
CA-012,koramangala,WH-003,1605973,Mocha Brownie,No,1,2025-04-20
CA-012,koramangala,WH-003,1340218,100% Whole Wheat Sourdough,No,1,2025-04-20
CA-012,koramangala,WH-003,1340349,Morning Bun,No,1,2025-04-20
CA-012,koramangala,WH-003,2296762,Banana Bread,No,1,2025-04-20
CA-012,koramangala,BK003SN,1478677,Boiled Pasta (Spaghetti) (b),Pkt_180gms,5,2025-04-20
CA-012,koramangala,BK003SN,384226,Cheese Blend (b),Pkt_250gm,2,2025-04-20
CA-012,koramangala,BK003SN,1478676,Boiled Pasta (Penne) (b),Pkt_180gms,2,2025-04-20
CA-012,koramangala,BK003SN,1149400,LEMON & THYME CREAM CHEESE (b),Pkt_200gms,1,2025-04-20
CA-012,koramangala,BK003SN,384254,white sauce (b),Pkt_250gm,1,2025-04-20
CA-012,koramangala,BK003SN,384224,Basil pesto (b),Pkt_150gms,1,2025-04-20
CA-012,koramangala,BK003SN,1632445,Saute Spinach and Garlic (b),Pkt_100gm,1,2025-04-20
CA-012,koramangala,BK003SN,1270491,Pickled Cucumber (b),Pkt_100gm,1,2025-04-20
CA-012,koramangala,BK003SN,1632446,Saute Mushroom And Spinach(b),Pkt_100gm,1,2025-04-20
CA-012,koramangala,BK003SN,1149374,Spicy Mushroom (b),Pkt_250gm,1,2025-04-20
CA-012,koramangala,BK003SN,1632343,Chimmichuri Chicken(b),Pkt_250gm,1,2025-04-20
CA-012,koramangala,BK003SN,384272,Balsamic maple Dressing (b),Pkt_200gms,1,2025-04-20
CA-012,koramangala,BK003SN,384244,Peri Peri Cottage Cheese (b),Pkt_300Gms,1,2025-04-20
CA-012,koramangala,BK003SN,384250,Salsa (b),Pkt_250gm,1,2025-04-20
CA-012,koramangala,WH-009,254956,Broth Powder,Pkt_500gm,1,2025-04-20
CA-012,koramangala,WH-009,254719,Cinnamon,KG,1,2025-04-20
CA-012,koramangala,WH-009,254745,goat cheese,KG,1,2025-04-20
CA-048,mehrauli 1aq,BK001SN,1478677,Boiled Pasta (Spaghetti) (b),Pkt_180gms,8,2025-04-20
CA-048,mehrauli 1aq,BK001SN,1639786,Boiled Egg(b),No,4,2025-04-20
CA-048,mehrauli 1aq,BK001SN,384250,Salsa (b),Pkt_250gm,3,2025-04-20
CA-048,mehrauli 1aq,BK001SN,384226,Cheese Blend (b),Pkt_250gm,2,2025-04-20
CA-048,mehrauli 1aq,BK001SN,1632341,Saute Mushroom(b),Pkt_250gm,1,2025-04-20
CA-048,mehrauli 1aq,BK001SN,1836115,Chicken Florentine Flatbread,No,1,2025-04-20
CA-048,mehrauli 1aq,BK001SN,384254,white sauce (b),Pkt_250gm,1,2025-04-20
CA-048,mehrauli 1aq,BK001SN,1149374,Spicy Mushroom (b),Pkt_250gm,1,2025-04-20
CA-048,mehrauli 1aq,BK001SN,384244,Peri Peri Cottage Cheese (b),Pkt_300Gms,1,2025-04-20
CA-048,mehrauli 1aq,BK001SN,1632446,Saute Mushroom And Spinach(b),Pkt_100gm,1,2025-04-20
CA-048,mehrauli 1aq,WH-001,1616482,Brownie Crinkle Cookie (small),No,4,2025-04-20
CA-048,mehrauli 1aq,WH-001,2296765,Creamy Bechamel Chicken Brioche Bun,No,3,2025-04-20
CA-048,mehrauli 1aq,WH-001,1340364,Smoked Chicken Ham & Cheese Croissant,No,3,2025-04-20
CA-048,mehrauli 1aq,WH-001,1340363,Toasted Sesame Bagel,No,3,2025-04-20
CA-048,mehrauli 1aq,WH-001,1340233,Seed Feast Sourdough,No,3,2025-04-20
CA-048,mehrauli 1aq,WH-001,2296764,Pistachio Orange Marmalade Tea cake,No,3,2025-04-20
CA-048,mehrauli 1aq,WH-001,1340339,Everything Bagel,No,3,2025-04-20
CA-048,mehrauli 1aq,WH-001,1340356,Pistachio & Raspberry Croissant,No,3,2025-04-20
CA-048,mehrauli 1aq,WH-001,2296762,Banana Bread,No,3,2025-04-20
CA-048,mehrauli 1aq,WH-001,1340350,Mushroom Cream Cheese Croisstata,No,3,2025-04-20
CA-048,mehrauli 1aq,WH-001,1340330,Chocolate & Salted Caramel Croissant,No,2,2025-04-20
CA-048,mehrauli 1aq,WH-001,1083686,Korean Bun_SAB,No,2,2025-04-20
CA-048,mehrauli 1aq,WH-001,1340359,Traditional Butter Croissant,No,2,2025-04-20
CA-048,mehrauli 1aq,WH-001,2296768,Blueberry Cheesecake Brioche Bun,No,2,2025-04-20
CA-048,mehrauli 1aq,WH-001,1340353,Pain Au Chocolat,No,2,2025-04-20
CA-048,mehrauli 1aq,WH-001,1340321,Almond Croissant,No,2,2025-04-20
CA-048,mehrauli 1aq,WH-001,1340331,Chocolate Hazelnut Croissant,No,2,2025-04-20
CA-048,mehrauli 1aq,WH-001,1340361,"Roasted Tomatoes, Mozzarella, Homemade Pesto Sauce Croisstata",No,2,2025-04-20
CA-048,mehrauli 1aq,WH-001,1340320,"Almond,Oats And Choco Chip Cookies",No,2,2025-04-20
CA-048,mehrauli 1aq,WH-001,1912461,The Viral Crookie,No,2,2025-04-20
CA-048,mehrauli 1aq,WH-001,1340349,Morning Bun,No,1,2025-04-20
CA-048,mehrauli 1aq,WH-001,1340323,Barbecue Chicken Croissant,No,1,2025-04-20
CA-048,mehrauli 1aq,WH-001,2296763,Marble Tea Cake,No,1,2025-04-20
CA-048,mehrauli 1aq,WH007BTC,254719,Cinnamon,KG,1,2025-04-20
CA-048,mehrauli 1aq,WH007BTC,254958,Breakfast Sugar,Pkt_1kg,1,2025-04-20
CA-048,mehrauli 1aq,WH007BTC,254745,goat cheese,KG,1,2025-04-20
CA-035,southern avenue,WH-005,1616482,Brownie Crinkle Cookie (small),No,14,2025-04-20
CA-035,southern avenue,WH-005,1340364,Smoked Chicken Ham & Cheese Croissant,No,9,2025-04-20
CA-035,southern avenue,WH-005,1340323,Barbecue Chicken Croissant,No,5,2025-04-20
CA-035,southern avenue,WH-005,1083686,Korean Bun_SAB,No,4,2025-04-20
CA-035,southern avenue,WH-005,1340350,Mushroom Cream Cheese Croisstata,No,4,2025-04-20
CA-035,southern avenue,WH-005,1340224,Country Sourdough,No,4,2025-04-20
CA-035,southern avenue,WH-005,2296765,Creamy Bechamel Chicken Brioche Bun,No,3,2025-04-20
CA-035,southern avenue,WH-005,1340356,Pistachio & Raspberry Croissant,No,2,2025-04-20
CA-035,southern avenue,WH-005,1340320,"Almond,Oats And Choco Chip Cookies",No,2,2025-04-20
CA-035,southern avenue,WH-005,1340359,Traditional Butter Croissant,No,2,2025-04-20
CA-035,southern avenue,WH-005,1912461,The Viral Crookie,No,2,2025-04-20
CA-035,southern avenue,WH-005,1340331,Chocolate Hazelnut Croissant,No,2,2025-04-20
CA-035,southern avenue,WH-005,1340339,Everything Bagel,No,2,2025-04-20
CA-035,southern avenue,WH-005,1340330,Chocolate & Salted Caramel Croissant,No,2,2025-04-20
CA-035,southern avenue,WH-005,1340229,Multigrain Sourdough,No,2,2025-04-20
CA-035,southern avenue,WH-005,1340321,Almond Croissant,No,2,2025-04-20
CA-035,southern avenue,WH-005,1340353,Pain Au Chocolat,No,2,2025-04-20
CA-035,southern avenue,WH-005,1340361,"Roasted Tomatoes, Mozzarella, Homemade Pesto Sauce Croisstata",No,2,2025-04-20
CA-035,southern avenue,WH-005,1340228,Multigrain Sandwich Bread retail,No,1,2025-04-20
CA-035,southern avenue,WH-005,1340335,Dark Chocolate Sea Salt Cruffin,No,1,2025-04-20
CA-035,southern avenue,WH-005,1340363,Toasted Sesame Bagel,No,1,2025-04-20
CA-058,joy street,BK001SN,1639786,Boiled Egg(b),No,6,2025-04-20
CA-058,joy street,BK001SN,255541,Guacamole,Pkt_200gms,2,2025-04-20
CA-058,joy street,BK001SN,384255,Cinnamon Roll Sauce (b),Pkt_100gm,1,2025-04-20
CA-058,joy street,BK001SN,384250,Salsa (b),Pkt_250gm,1,2025-04-20
CA-058,joy street,BK001SN,384226,Cheese Blend (b),Pkt_250gm,1,2025-04-20
CA-058,joy street,BK001SN,384230,Coffee ganache (b),Pkt_150gms,1,2025-04-20
CA-058,joy street,BK001SN,1836116,Cherry Tomato and Olive Flatbread,No,1,2025-04-20
CA-058,joy street,BK001SN,1632344,Saute Vegetable(for Basil pasta)(b),Pkt_250gm,1,2025-04-20
CA-058,joy street,WH-001,1340321,Almond Croissant,No,4,2025-04-20
CA-058,joy street,WH-001,2296768,Blueberry Cheesecake Brioche Bun,No,2,2025-04-20
CA-058,joy street,WH-001,1340330,Chocolate & Salted Caramel Croissant,No,2,2025-04-20
CA-058,joy street,WH-001,1340356,Pistachio & Raspberry Croissant,No,2,2025-04-20
CA-058,joy street,WH-001,1616482,Brownie Crinkle Cookie (small),No,2,2025-04-20
CA-058,joy street,WH-001,1912461,The Viral Crookie,No,2,2025-04-20
CA-058,joy street,WH-001,1083686,Korean Bun_SAB,No,2,2025-04-20
CA-058,joy street,WH-001,1340361,"Roasted Tomatoes, Mozzarella, Homemade Pesto Sauce Croisstata",No,2,2025-04-20
CA-058,joy street,WH-001,1340350,Mushroom Cream Cheese Croisstata,No,2,2025-04-20
CA-058,joy street,WH-001,1340320,"Almond,Oats And Choco Chip Cookies",No,2,2025-04-20
CA-058,joy street,WH-001,1340353,Pain Au Chocolat,No,2,2025-04-20
CA-058,joy street,WH-001,1340364,Smoked Chicken Ham & Cheese Croissant,No,2,2025-04-20
CA-058,joy street,WH-001,1340359,Traditional Butter Croissant,No,2,2025-04-20
CA-058,joy street,WH-001,1340331,Chocolate Hazelnut Croissant,No,2,2025-04-20
CA-058,joy street,WH-001,1340323,Barbecue Chicken Croissant,No,2,2025-04-20
CA-058,joy street,WH-001,1340229,Multigrain Sourdough,No,1,2025-04-20
CA-058,joy street,WH-001,1340226,Jalapeno & Cheddar Cheese Sourdough,No,1,2025-04-20
CA-058,joy street,WH-001,2296765,Creamy Bechamel Chicken Brioche Bun,No,1,2025-04-20
CA-058,joy street,WH-001,2296762,Banana Bread,No,1,2025-04-20
CA-058,joy street,WH-001,2296764,Pistachio Orange Marmalade Tea cake,No,1,2025-04-20
CA-058,joy street,WH-001,1340230,Olive and Rosemary Sourdough,No,1,2025-04-20
CA-058,joy street,WH-001,2296763,Marble Tea Cake,No,1,2025-04-20
CA-058,joy street,WH-001,1340224,Country Sourdough,No,1,2025-04-20
CA-058,joy street,WH007SAB,254745,goat cheese,KG,1,2025-04-20
CA-058,joy street,WH007SAB,254719,Cinnamon,KG,1,2025-04-20
CA-058,joy street,WH007SAB,254711,Boccocini,KG,1,2025-04-20
CA-058,joy street,WH007SAB,254958,Breakfast Sugar,Pkt_1kg,1,2025-04-20
CA-013,"whitefield, bangalore",WH-003,1083686,Korean Bun_SAB,No,8,2025-04-20
CA-013,"whitefield, bangalore",WH-003,1340321,Almond Croissant,No,5,2025-04-20
CA-013,"whitefield, bangalore",WH-003,1340361,"Roasted Tomatoes, Mozzarella, Homemade Pesto Sauce Croisstata",No,3,2025-04-20
CA-013,"whitefield, bangalore",WH-003,1340364,Smoked Chicken Ham & Cheese Croissant,No,2,2025-04-20
CA-013,"whitefield, bangalore",WH-003,2296764,Pistachio Orange Marmalade Tea cake,No,2,2025-04-20
CA-013,"whitefield, bangalore",WH-003,1616482,Brownie Crinkle Cookie (small),No,2,2025-04-20
CA-013,"whitefield, bangalore",WH-003,1340353,Pain Au Chocolat,No,2,2025-04-20
CA-013,"whitefield, bangalore",WH-003,1340359,Traditional Butter Croissant,No,2,2025-04-20
CA-013,"whitefield, bangalore",WH-003,1912461,The Viral Crookie,No,2,2025-04-20
CA-013,"whitefield, bangalore",WH-003,1340320,"Almond,Oats And Choco Chip Cookies",No,2,2025-04-20
CA-013,"whitefield, bangalore",WH-003,1340330,Chocolate & Salted Caramel Croissant,No,2,2025-04-20
CA-013,"whitefield, bangalore",WH-003,1340339,Everything Bagel,No,2,2025-04-20
CA-013,"whitefield, bangalore",WH-003,1340350,Mushroom Cream Cheese Croisstata,No,2,2025-04-20
CA-013,"whitefield, bangalore",WH-003,1340356,Pistachio & Raspberry Croissant,No,2,2025-04-20
CA-013,"whitefield, bangalore",WH-003,2296763,Marble Tea Cake,No,2,2025-04-20
CA-013,"whitefield, bangalore",WH-003,1340218,100% Whole Wheat Sourdough,No,1,2025-04-20
CA-013,"whitefield, bangalore",WH-003,1340363,Toasted Sesame Bagel,No,1,2025-04-20
CA-013,"whitefield, bangalore",WH-003,1605973,Mocha Brownie,No,1,2025-04-20
CA-013,"whitefield, bangalore",WH-003,2296765,Creamy Bechamel Chicken Brioche Bun,No,1,2025-04-20
CA-013,"whitefield, bangalore",WH-003,2296768,Blueberry Cheesecake Brioche Bun,No,1,2025-04-20
CA-040,j p nagar,WH-003,1340321,Almond Croissant,No,8,2025-04-20
CA-040,j p nagar,WH-003,1340364,Smoked Chicken Ham & Cheese Croissant,No,4,2025-04-20
CA-040,j p nagar,WH-003,2296763,Marble Tea Cake,No,4,2025-04-20
CA-040,j p nagar,WH-003,1340359,Traditional Butter Croissant,No,3,2025-04-20
CA-040,j p nagar,WH-003,1340356,Pistachio & Raspberry Croissant,No,3,2025-04-20
CA-040,j p nagar,WH-003,1340361,"Roasted Tomatoes, Mozzarella, Homemade Pesto Sauce Croisstata",No,3,2025-04-20
CA-040,j p nagar,WH-003,2296768,Blueberry Cheesecake Brioche Bun,No,3,2025-04-20
CA-040,j p nagar,WH-003,1616482,Brownie Crinkle Cookie (small),No,2,2025-04-20
CA-040,j p nagar,WH-003,1340353,Pain Au Chocolat,No,2,2025-04-20
CA-040,j p nagar,WH-003,1340320,"Almond,Oats And Choco Chip Cookies",No,2,2025-04-20
CA-040,j p nagar,WH-003,1340330,Chocolate & Salted Caramel Croissant,No,2,2025-04-20
CA-040,j p nagar,WH-003,2296764,Pistachio Orange Marmalade Tea cake,No,2,2025-04-20
CA-040,j p nagar,WH-003,1083686,Korean Bun_SAB,No,2,2025-04-20
CA-040,j p nagar,WH-003,1912461,The Viral Crookie,No,2,2025-04-20
CA-040,j p nagar,WH-003,1340350,Mushroom Cream Cheese Croisstata,No,2,2025-04-20
CA-040,j p nagar,WH-003,1340363,Toasted Sesame Bagel,No,1,2025-04-20
CA-040,j p nagar,WH-003,1340339,Everything Bagel,No,1,2025-04-20
CA-040,j p nagar,BK003SN,1639786,Boiled Egg(b),No,8,2025-04-20
CA-040,j p nagar,BK003SN,384244,Peri Peri Cottage Cheese (b),Pkt_300Gms,1,2025-04-20
CA-040,j p nagar,BK003SN,384255,Cinnamon Roll Sauce (b),Pkt_100gm,1,2025-04-20
CA-040,j p nagar,BK003SN,384250,Salsa (b),Pkt_250gm,1,2025-04-20
CA-040,j p nagar,BK003SN,1149374,Spicy Mushroom (b),Pkt_250gm,1,2025-04-20
CA-040,j p nagar,BK003SN,1478677,Boiled Pasta (Spaghetti) (b),Pkt_180gms,1,2025-04-20
CA-040,j p nagar,BK003SN,1632341,Saute Mushroom(b),Pkt_250gm,1,2025-04-20
CA-040,j p nagar,BK003SN,384226,Cheese Blend (b),Pkt_250gm,1,2025-04-20
CA-040,j p nagar,BK003SN,384254,white sauce (b),Pkt_250gm,1,2025-04-20
CA-040,j p nagar,BK003SN,1632343,Chimmichuri Chicken(b),Pkt_250gm,1,2025-04-20
CA-040,j p nagar,BK003SN,1270491,Pickled Cucumber (b),Pkt_100gm,1,2025-04-20
CA-040,j p nagar,BK003SN,1632445,Saute Spinach and Garlic (b),Pkt_100gm,1,2025-04-20
CA-040,j p nagar,RO-004,1214483,Hidden Falls Estate (Light) (250 gms),No,2,2025-04-20
CA-040,j p nagar,WH-009,254958,Breakfast Sugar,Pkt_1kg,1,2025-04-20
CA-040,j p nagar,WH-009,254745,goat cheese,KG,1,2025-04-20
CA-040,j p nagar,WH-009,254719,Cinnamon,KG,1,2025-04-20
CA-041,chembur-mumbai,WH-002,1340364,Smoked Chicken Ham & Cheese Croissant,No,6,2025-04-20
CA-041,chembur-mumbai,WH-002,1340359,Traditional Butter Croissant,No,4,2025-04-20
CA-041,chembur-mumbai,WH-002,1340339,Everything Bagel,No,3,2025-04-20
CA-041,chembur-mumbai,WH-002,1340361,"Roasted Tomatoes, Mozzarella, Homemade Pesto Sauce Croisstata",No,3,2025-04-20
CA-041,chembur-mumbai,WH-002,1340323,Barbecue Chicken Croissant,No,3,2025-04-20
CA-041,chembur-mumbai,WH-002,2296768,Blueberry Cheesecake Brioche Bun,No,3,2025-04-20
CA-041,chembur-mumbai,WH-002,1340230,Olive and Rosemary Sourdough,No,3,2025-04-20
CA-041,chembur-mumbai,WH-002,1340350,Mushroom Cream Cheese Croisstata,No,2,2025-04-20
CA-041,chembur-mumbai,WH-002,1912461,The Viral Crookie,No,2,2025-04-20
CA-041,chembur-mumbai,WH-002,1340349,Morning Bun,No,2,2025-04-20
CA-041,chembur-mumbai,WH-002,1340330,Chocolate & Salted Caramel Croissant,No,2,2025-04-20
CA-041,chembur-mumbai,WH-002,1605973,Mocha Brownie,No,2,2025-04-20
CA-041,chembur-mumbai,WH-002,1340321,Almond Croissant,No,2,2025-04-20
CA-041,chembur-mumbai,WH-002,1083686,Korean Bun_SAB,No,2,2025-04-20
CA-041,chembur-mumbai,WH-002,1616482,Brownie Crinkle Cookie (small),No,2,2025-04-20
CA-041,chembur-mumbai,WH-002,1340356,Pistachio & Raspberry Croissant,No,2,2025-04-20
CA-041,chembur-mumbai,WH-002,1340353,Pain Au Chocolat,No,2,2025-04-20
CA-041,chembur-mumbai,WH-002,2296765,Creamy Bechamel Chicken Brioche Bun,No,2,2025-04-20
CA-041,chembur-mumbai,WH-002,2296766,Gochujang Three Pepper Brioche Bun,No,2,2025-04-20
CA-041,chembur-mumbai,WH-002,1340331,Chocolate Hazelnut Croissant,No,2,2025-04-20
CA-041,chembur-mumbai,WH-002,1340320,"Almond,Oats And Choco Chip Cookies",No,2,2025-04-20
CA-041,chembur-mumbai,WH-002,1340233,Seed Feast Sourdough,No,1,2025-04-20
CA-041,chembur-mumbai,WH-002,1340335,Dark Chocolate Sea Salt Cruffin,No,1,2025-04-20
CA-041,chembur-mumbai,WH-002,1340218,100% Whole Wheat Sourdough,No,1,2025-04-20
CA-041,chembur-mumbai,WH-002,1340226,Jalapeno & Cheddar Cheese Sourdough,No,1,2025-04-20
CA-041,chembur-mumbai,WH-002,2296763,Marble Tea Cake,No,1,2025-04-20
CA-041,chembur-mumbai,WH-002,2296764,Pistachio Orange Marmalade Tea cake,No,1,2025-04-20
CA-041,chembur-mumbai,WH-002,1340363,Toasted Sesame Bagel,No,1,2025-04-20
CA-041,chembur-mumbai,BK002SN,1639786,Boiled Egg(b),No,4,2025-04-20
CA-041,chembur-mumbai,BK002SN,1478677,Boiled Pasta (Spaghetti) (b),Pkt_180gms,2,2025-04-20
CA-041,chembur-mumbai,BK002SN,1836115,Chicken Florentine Flatbread,Pcs,1,2025-04-20
CA-041,chembur-mumbai,WH008SAB,254719,Cinnamon,Pkt_200gms,1,2025-04-20
CA-041,chembur-mumbai,WH008SAB,254745,goat cheese,KG,1,2025-04-20
CA-041,chembur-mumbai,WH008SAB,254800,sundried tamato,KG,1,2025-04-20
CA-041,chembur-mumbai,WH008SAB,254958,Breakfast Sugar,Pkt_1kg,1,2025-04-20
CA-041,chembur-mumbai,RO-003,1214483,Hidden Falls Estate (Light) (250 gms),No,1,2025-04-20
CA-047,hsr sector 1,BK003SN,1639786,Boiled Egg(b),No,16,2025-04-20
CA-047,hsr sector 1,BK003SN,384226,Cheese Blend (b),Pkt_250gm,3,2025-04-20
CA-047,hsr sector 1,BK003SN,1149374,Spicy Mushroom (b),Pkt_250gm,2,2025-04-20
CA-047,hsr sector 1,BK003SN,1632446,Saute Mushroom And Spinach(b),Pkt_100gm,2,2025-04-20
CA-047,hsr sector 1,BK003SN,384244,Peri Peri Cottage Cheese (b),Pkt_300Gms,2,2025-04-20
CA-047,hsr sector 1,BK003SN,1632341,Saute Mushroom(b),Pkt_250gm,1,2025-04-20
CA-047,hsr sector 1,BK003SN,1270491,Pickled Cucumber (b),Pkt_100gm,1,2025-04-20
CA-047,hsr sector 1,BK003SN,384255,Cinnamon Roll Sauce (b),Pkt_100gm,1,2025-04-20
CA-047,hsr sector 1,BK003SN,384258,All Berry and Chia Seed Jam (b),Pkt_250gm,1,2025-04-20
CA-047,hsr sector 1,BK003SN,384254,white sauce (b),Pkt_250gm,1,2025-04-20
CA-047,hsr sector 1,BK003SN,1149400,LEMON & THYME CREAM CHEESE (b),Pkt_200gms,1,2025-04-20
CA-047,hsr sector 1,BK003SN,1632445,Saute Spinach and Garlic (b),Pkt_100gm,1,2025-04-20
CA-047,hsr sector 1,BK003SN,384250,Salsa (b),Pkt_250gm,1,2025-04-20
CA-047,hsr sector 1,WH-003,1340359,Traditional Butter Croissant,No,11,2025-04-20
CA-047,hsr sector 1,WH-003,1616482,Brownie Crinkle Cookie (small),No,8,2025-04-20
CA-047,hsr sector 1,WH-003,1340361,"Roasted Tomatoes, Mozzarella, Homemade Pesto Sauce Croisstata",No,7,2025-04-20
CA-047,hsr sector 1,WH-003,1083686,Korean Bun_SAB,No,6,2025-04-20
CA-047,hsr sector 1,WH-003,1340339,Everything Bagel,No,5,2025-04-20
CA-047,hsr sector 1,WH-003,1340364,Smoked Chicken Ham & Cheese Croissant,No,5,2025-04-20
CA-047,hsr sector 1,WH-003,1340330,Chocolate & Salted Caramel Croissant,No,5,2025-04-20
CA-047,hsr sector 1,WH-003,2296765,Creamy Bechamel Chicken Brioche Bun,No,5,2025-04-20
CA-047,hsr sector 1,WH-003,1340363,Toasted Sesame Bagel,No,4,2025-04-20
CA-047,hsr sector 1,WH-003,1340356,Pistachio & Raspberry Croissant,No,4,2025-04-20
CA-047,hsr sector 1,WH-003,1340350,Mushroom Cream Cheese Croisstata,No,4,2025-04-20
CA-047,hsr sector 1,WH-003,2296768,Blueberry Cheesecake Brioche Bun,No,4,2025-04-20
CA-047,hsr sector 1,WH-003,1340321,Almond Croissant,No,4,2025-04-20
CA-047,hsr sector 1,WH-003,1340353,Pain Au Chocolat,No,4,2025-04-20
CA-047,hsr sector 1,WH-003,2296767,Potato & Rosemary Brioche Bun,No,3,2025-04-20
CA-047,hsr sector 1,WH-003,1605973,Mocha Brownie,No,3,2025-04-20
CA-047,hsr sector 1,WH-003,1340320,"Almond,Oats And Choco Chip Cookies",No,2,2025-04-20
CA-047,hsr sector 1,WH-003,1083700,Basque Cheesecake,No,2,2025-04-20
CA-047,hsr sector 1,WH-003,1340349,Morning Bun,No,2,2025-04-20
CA-047,hsr sector 1,WH-003,2296762,Banana Bread,No,2,2025-04-20
CA-047,hsr sector 1,WH-003,1340335,Dark Chocolate Sea Salt Cruffin,No,2,2025-04-20
CA-047,hsr sector 1,WH-003,2296764,Pistachio Orange Marmalade Tea cake,No,2,2025-04-20
CA-047,hsr sector 1,WH-003,2296763,Marble Tea Cake,No,2,2025-04-20
CA-047,hsr sector 1,WH-003,1912461,The Viral Crookie,No,2,2025-04-20
CA-047,hsr sector 1,WH-003,2296766,Gochujang Three Pepper Brioche Bun,No,2,2025-04-20
CA-047,hsr sector 1,WH-003,1340229,Multigrain Sourdough,No,1,2025-04-20
CA-047,hsr sector 1,WH-009,254719,Cinnamon,KG,1,2025-04-20
CA-047,hsr sector 1,WH-009,254962,Crumbled Feta,Pkt_400gm,1,2025-04-20
CA-047,hsr sector 1,WH-009,254745,goat cheese,KG,1,2025-04-20
CA-047,hsr sector 1,WH-009,254958,Breakfast Sugar,Pkt_1kg,1,2025-04-20
CA-047,hsr sector 1,WH-009,254964,Icing Sugar,Pkt_1kg,1,2025-04-20
CA-047,hsr sector 1,RO-004,255627,Ms Estate (250 gms),No,1,2025-04-20
CA-010,"versova, mumbai",WH-002,1340361,"Roasted Tomatoes, Mozzarella, Homemade Pesto Sauce Croisstata",No,7,2025-04-20
